source_id,source_keyword,scraped_at,job_title,company,location,job_url,salary_text,salary_min,salary_max,salary_avg,salary_range_id,salary_range_label,salary_available,f_education_d3,f_education_s1,f_education_s2,f_ipk_required,f_min_gpa,f_major_it,f_major_engineering,f_major_business,f_academic_achievement,f_scholarship,f_transcript_required,f_certificate_required,f_english_required,f_computer_skill_required,f_portfolio_required,f_project_required,f_organization_required,f_leadership_required,f_student_cadre_proxy,f_event_committee,f_communication_required,f_teamwork_required,f_internship_required,f_fresh_graduate_allowed,f_work_experience_required,f_experience_years_min,job_family,region_group
11,fresh graduate s1,2026-05-25 13:42:36,Production (Operator & Leader),PT Kefi Wangi Indonesia,Klapanunggal,https://id.jobstreet.com/id/job/92150908?type=standard&ref=search-standalone&origin=cardTitle#sol=ad36457c75d689a5f1452c28c9027aecc18cf9bf,,,,,,unknown,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,engineering,lainnya
12,fresh graduate s1,2026-05-25 13:42:38,PIC Project,PT. Graha Bahagia Utama,Surabaya,https://id.jobstreet.com/id/job/92035789?type=standard&ref=search-standalone&origin=cardTitle#sol=a5a5f7780aa3b1d9e4d52ec13dfdc9ac461fbae8,,,,,,unknown,0,0,0,0,1,3.2,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,engineering,jawa timur
13,fresh graduate s1,2026-05-25 13:42:42,Management Trainee (MT) Sales & Marketing,PT Global Indonesia Asia Sejahtera,Pademangan,https://id.jobstreet.com/id/job/92229472?type=standard&ref=search-standalone&origin=cardTitle#sol=0bc4f0e49a1c262625888441e90b6debdaaa100c,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,business,lainnya
14,fresh graduate s1,2026-05-25 13:42:45,Tax Accounting Staff,PT Cahaya Mas Solusindo,Jakarta Barat,https://id.jobstreet.com/id/job/92311481?type=standard&ref=search-standalone&origin=cardTitle#sol=4c4f07e55ec81baa3e26858108b7293fd172235d,Rp 5.000.000 – Rp 6.000.000 per month,5000000.0,6000000.0,5500000.0,3.0,4 sampai < 6 juta,1,0,1,0,1,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,finance,jabodetabek
15,fresh graduate s1,2026-05-25 13:42:48,Project Management Staff,PT Asuransi Jiwa Central Asia Raya (CAR),Jakarta Barat,https://id.jobstreet.com/id/job/92090622?type=standard&ref=search-standalone&origin=cardTitle#sol=56a894be7e5d5c0b3f92a57b6ee7188badffe990,,,,,,unknown,0,0,1,0,0,0.0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,business,jabodetabek
16,fresh graduate s1,2026-05-25 13:42:51,Social Media Specialist,PT. Lila Sehat Teknologi Medis,Jakarta Utara,https://id.jobstreet.com/id/job/92219548?type=standard&ref=search-standalone&origin=cardTitle#sol=2dd7f0f6484353a34a2e54439f12fed2628e0e07,Rp 5.500.000 – Rp 8.000.000 per month,5500000.0,8000000.0,6750000.0,4.0,6 sampai < 8 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,business,jabodetabek
17,fresh graduate s1,2026-05-25 13:42:55,Staff Administrasi,PT Guna Tesuma Internasional,Jakarta Selatan,https://id.jobstreet.com/id/job/92165341?type=standard&ref=search-standalone&origin=cardTitle#sol=87cbe667593312d09f1da22e79765b76e02c838a,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,administration,jabodetabek
18,fresh graduate s1,2026-05-25 13:42:58,Sales Development Program- Sales Admin,PT. Mega Bintang Mas Indonesia,Medan,https://id.jobstreet.com/id/job/92085733?type=standard&ref=search-standalone&origin=cardTitle#sol=a4c12cfc9072a25b70baf6ce2aa3d73d4a41df09,Rp 4.500.000 – Rp 6.500.000 per month,4500000.0,6500000.0,5500000.0,3.0,4 sampai < 6 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,business,sumatera
19,fresh graduate s1,2026-05-25 13:43:02,STAF ACCOUNTING,PT Agri Makmur Pertiwi Cabang Surabaya,Jawa Timur,https://id.jobstreet.com/id/job/92234547?type=standard&ref=search-standalone&origin=cardTitle#sol=d17f4f2975ee10b8c8e1ca3220098575a84dc81a,Rp 5.000.000 – Rp 6.500.000 per month,5000000.0,6500000.0,5750000.0,3.0,4 sampai < 6 juta,1,0,1,0,0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,finance,lainnya
20,fresh graduate s1,2026-05-25 13:43:05,Account Receivable,PT Onna Prima Utama,Bandung,https://id.jobstreet.com/id/job/92088977?type=standard&ref=search-standalone&origin=cardTitle#sol=fcc0d508a15f8f220b32e40a743152a936d16c76,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,finance,jawa barat
21,fresh graduate s1,2026-05-25 13:50:47,Management Trainee,PT Pasifik Agro Sentosa,Jakarta Selatan,https://id.jobstreet.com/id/job/92206825?type=standard&ref=search-standalone&origin=cardTitle#sol=c4f6be694e43d5ca277c3a56b2a9eb622a32f747,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,business,jabodetabek
22,fresh graduate s1,2026-05-25 13:50:51,Collection Leaders Trainee Program,PT Adira Dinamika Multi Finance Tbk,Jakarta Selatan,https://id.jobstreet.com/id/job/92195555?type=standard&ref=search-standalone&origin=cardTitle#sol=825988682af051b85746c2770728156a92376c31,,,,,,unknown,0,0,1,0,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,finance,jabodetabek
23,fresh graduate s1,2026-05-25 13:50:55,Kasir (Unit Handling Equipment - HE),PT Jaya Trade Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92177813?type=standard&ref=search-standalone&origin=cardTitle#sol=c56fde074d7053c29cfd2c7818058dfe2e338eb4,,,,,,unknown,0,1,0,0,1,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,finance,jabodetabek
24,fresh graduate s1,2026-05-25 13:50:58,Management Trainee,PT Daya Anugrah Mandiri,Jawa Barat,https://id.jobstreet.com/id/job/92310808?type=standard&ref=search-standalone&origin=cardTitle#sol=6820f2821d3f4f1a9518cdbc82256e4e9782775d,,,,,,unknown,0,0,1,1,1,3.2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,business,lainnya
25,fresh graduate s1,2026-05-25 13:51:02,Marketing Coordinator (Junior),PT Nusantara Sakti Group (JAKARTA),Jakarta Raya,https://id.jobstreet.com/id/job/92063798?type=standard&ref=search-standalone&origin=cardTitle#sol=41365053164ef6183b91fefcbeab205571151718,Rp 5.000.000 – Rp 6.650.000 per month,5000000.0,6650000.0,5825000.0,3.0,4 sampai < 6 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,business,jabodetabek
26,fresh graduate s1,2026-05-25 13:51:06,Management Trainee,PT Prima Hidup Lestari,Jakarta Selatan,https://id.jobstreet.com/id/job/91904778?type=standard&ref=search-standalone&origin=cardTitle#sol=56875f4f3f6c86d725b41aede934a9d2ed982c29,,,,,,unknown,0,0,1,0,1,3.0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,business,jabodetabek
27,fresh graduate s1,2026-05-25 13:51:09,Management trainee,Aksaratra Minimalis,Kabupaten Jepara,https://id.jobstreet.com/id/job/92096862?type=standard&ref=search-standalone&origin=cardTitle#sol=b28e476cc0b836be223ec7d4132f7642a9dccf09,Rp 4.000.000 – Rp 5.000.000 per month,4000000.0,5000000.0,4500000.0,3.0,4 sampai < 6 juta,1,1,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,business,lainnya
28,fresh graduate s1,2026-05-25 13:51:13,Admin Staff,Coconi Baby Indonesia,Medan Amplas,https://id.jobstreet.com/id/job/92038375?type=standard&ref=search-standalone&origin=cardTitle#sol=9a5864122b23ab2249fb0d69c04687ecf0ac1c6a,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,finance,sumatera
29,fresh graduate s1,2026-05-25 13:51:17,MDP (Management Development Program),PT. Asuransi Sinar Mas,Jakarta Pusat,https://id.jobstreet.com/id/job/92223018?type=standard&ref=search-standalone&origin=cardTitle#sol=f323635e0b7710129ddde86e155e3afa68349b44,,,,,,unknown,0,0,1,0,1,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,business,jabodetabek
30,fresh graduate s1,2026-05-25 13:51:20,Sales and Billing Supervisor,PT Putraduta Buanasentosa,Jakarta Selatan,https://id.jobstreet.com/id/job/92309387?type=standard&ref=search-standalone&origin=cardTitle#sol=ee7aab9147be49d108088849c3b8ce36a8a20054,Rp 6.400.000 – Rp 7.600.000 per month,6400000.0,7600000.0,7000000.0,4.0,6 sampai < 8 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,business,jabodetabek
31,fresh graduate s1,2026-05-25 13:51:23,Production (Operator & Leader),PT Kefi Wangi Indonesia,Klapanunggal,https://id.jobstreet.com/id/job/92150908?type=standard&ref=search-standalone&origin=cardTitle#sol=ad0ccf1fbdaffd3139e59aa247bdc4cda9b4d99d,,,,,,unknown,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,engineering,lainnya
32,fresh graduate s1,2026-05-25 13:51:27,PIC Project,PT. Graha Bahagia Utama,Surabaya,https://id.jobstreet.com/id/job/92035789?type=standard&ref=search-standalone&origin=cardTitle#sol=99336359f319acaa04a04c092c6446fa013d09fb,,,,,,unknown,0,0,0,0,1,3.2,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,engineering,jawa timur
33,fresh graduate s1,2026-05-25 13:51:30,Management Trainee (MT) Sales & Marketing,PT Global Indonesia Asia Sejahtera,Pademangan,https://id.jobstreet.com/id/job/92229472?type=standard&ref=search-standalone&origin=cardTitle#sol=a0f6ad4ffbfdee0d3b79ee8dd7c930e693d0c9f7,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,business,lainnya
34,fresh graduate s1,2026-05-25 13:51:33,Project Management Staff,PT Asuransi Jiwa Central Asia Raya (CAR),Jakarta Barat,https://id.jobstreet.com/id/job/92090622?type=standard&ref=search-standalone&origin=cardTitle#sol=74f06e85c83975cd70cb2b98767db16eea937fa9,,,,,,unknown,0,0,1,0,0,0.0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,business,jabodetabek
35,fresh graduate s1,2026-05-25 13:51:37,Social Media Specialist,PT. Lila Sehat Teknologi Medis,Jakarta Utara,https://id.jobstreet.com/id/job/92219548?type=standard&ref=search-standalone&origin=cardTitle#sol=9756cb020a603a2ebea0aa718ad632a304b69e46,Rp 5.500.000 – Rp 8.000.000 per month,5500000.0,8000000.0,6750000.0,4.0,6 sampai < 8 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,business,jabodetabek
36,fresh graduate s1,2026-05-25 13:51:41,Staff Administrasi,PT Guna Tesuma Internasional,Jakarta Selatan,https://id.jobstreet.com/id/job/92165341?type=standard&ref=search-standalone&origin=cardTitle#sol=18858f663561e0807b29bda154e99451784e5174,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,administration,jabodetabek
37,fresh graduate s1,2026-05-25 13:51:44,Sales Development Program- Sales Admin,PT. Mega Bintang Mas Indonesia,Medan,https://id.jobstreet.com/id/job/92085733?type=standard&ref=search-standalone&origin=cardTitle#sol=a22416ddfa2312f7fdfa848306d252b56e6a7a1a,Rp 4.500.000 – Rp 6.500.000 per month,4500000.0,6500000.0,5500000.0,3.0,4 sampai < 6 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,business,sumatera
38,fresh graduate s1,2026-05-25 13:51:47,STAF ACCOUNTING,PT Agri Makmur Pertiwi Cabang Surabaya,Jawa Timur,https://id.jobstreet.com/id/job/92234547?type=standard&ref=search-standalone&origin=cardTitle#sol=d0fdd4ae667c5deb6158b00a6fa69414c966f460,Rp 5.000.000 – Rp 6.500.000 per month,5000000.0,6500000.0,5750000.0,3.0,4 sampai < 6 juta,1,0,1,0,0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,finance,lainnya
39,fresh graduate s1,2026-05-25 13:51:52,Account Receivable,PT Onna Prima Utama,Bandung,https://id.jobstreet.com/id/job/92088977?type=standard&ref=search-standalone&origin=cardTitle#sol=f528115f06e56fa0db499df1a9b9eec96a868c75,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,finance,jawa barat
40,fresh graduate s1,2026-05-25 13:51:55,Xtra Product Administration Staff,PT Sinar Mitra Sepadan Finance,Jakarta Selatan,https://id.jobstreet.com/id/job/92055375?type=standard&ref=search-standalone&origin=cardTitle#sol=df62c7d17a6e5acf66804c10992c41c3f738cf46,,,,,,unknown,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,business,jabodetabek
41,fresh graduate s1,2026-05-25 13:51:58,Tax Accounting Staff,PT Cahaya Mas Solusindo,Jakarta Barat,https://id.jobstreet.com/id/job/92311481?type=standard&ref=search-standalone&origin=cardTitle#sol=a813499ae2ff2ae30bf975153e014f46a7be8a57,Rp 5.000.000 – Rp 6.000.000 per month,5000000.0,6000000.0,5500000.0,3.0,4 sampai < 6 juta,1,0,1,0,1,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,finance,jabodetabek
42,fresh graduate s1,2026-05-25 13:52:02,Staf Inkaso,PT. ASURANSI JIWA SYARIAH JASA MITRA ABADI,Jakarta Selatan,https://id.jobstreet.com/id/job/91916925?type=standard&ref=search-standalone&origin=cardTitle#sol=a87f98cedfb0b2951f523074717e65df6991cc72,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,finance,jabodetabek
43,fresh graduate s1,2026-05-25 13:52:06,Data Analyst Staff,Orang Tua Group,Jakarta Raya,https://id.jobstreet.com/id/job/92094201?type=standard&ref=search-standalone&origin=cardTitle#sol=a23af7eb5861f7ba08ea2a86854ebb772c51c95a,,,,,,unknown,0,0,1,0,1,3.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,data,jabodetabek
44,fresh graduate s1,2026-05-25 13:52:09,Management Trainee Generalist,"PT Wahana Ottomitra Multiartha (WOM Finance), Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/91911230?type=standard&ref=search-standalone&origin=cardTitle#sol=1a2f6d3366521ce9c4a7aea623b26ebcab82690e,,,,,,unknown,0,0,1,0,1,3.0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,business,jabodetabek
45,fresh graduate s1,2026-05-25 13:52:12,EXPORT IMPORT STAFF,PT Total Trans Logistik,Jakarta Utara,https://id.jobstreet.com/id/job/91969106?type=standard&ref=search-standalone&origin=cardTitle#sol=37e92ccf9b4d6a87350c21e1e5de021ec5cf7466,Rp 5.500.000 – Rp 8.000.000 per month,5500000.0,8000000.0,6750000.0,4.0,6 sampai < 8 juta,1,0,1,0,0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,engineering,jabodetabek
46,fresh graduate s1,2026-05-25 13:52:16,Data Entry,PT Daya Karsa Abadi,Jakarta Raya,https://id.jobstreet.com/id/job/91992489?type=standard&ref=search-standalone&origin=cardTitle#sol=581404a4c4dbc9f4bae7066dabe160c743de48ed,Rp 5.000.000 – Rp 5.729.876 per month,5000000.0,5729876.0,5364938.0,3.0,4 sampai < 6 juta,1,1,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,finance,jabodetabek
47,fresh graduate s1,2026-05-25 13:52:19,Management Trainee ( MT ),INDRACO GROUP,Gresik,https://id.jobstreet.com/id/job/91750140?type=standard&ref=search-standalone&origin=cardTitle#sol=201df13bfff5c2987c8dbcb706ec7d36c086871e,,,,,,unknown,0,0,1,1,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,business,lainnya
48,fresh graduate s1,2026-05-25 13:52:23,MEGA CXPERIENCE PROGRAM,"PT. Bank Mega, Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/91945404?type=standard&ref=search-standalone&origin=cardTitle#sol=abbfb483479dd17d52915706efb9d5cf85d794c3,,,,,,unknown,0,1,1,0,1,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,other,jabodetabek
49,fresh graduate s1,2026-05-25 13:52:26,LEGAL STAFF,PT Lucky Indah Keramik,Jakarta Pusat,https://id.jobstreet.com/id/job/91789326?type=standard&ref=search-standalone&origin=cardTitle#sol=2ca78c9aae6a413b55948ed1f2038015efb235ef,,,,,,unknown,0,0,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,other,jabodetabek
50,fresh graduate s1,2026-05-25 13:52:30,MANAGEMENT TRAINEE,PT Surabaya Mekabox,Driyorejo,https://id.jobstreet.com/id/job/91880879?type=standard&ref=search-standalone&origin=cardTitle#sol=dbc097e8616ae642fcbd6aeada6474a1d9c48db2,,,,,,unknown,0,0,1,0,1,3.5,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,business,lainnya
51,fresh graduate s1,2026-05-25 13:52:42,MANAGEMENT TRAINEE,PT Surabaya Mekabox,Driyorejo,https://id.jobstreet.com/id/job/91880879?type=standard&ref=search-standalone&origin=cardTitle#sol=a3816e48dbfb037ac2522134331ffc819f1b0e05,,,,,,unknown,0,0,1,0,1,3.5,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,business,lainnya
52,fresh graduate s1,2026-05-25 13:52:46,Officer Development Program,PT Marunda Jaya Inti,Jakarta Timur,https://id.jobstreet.com/id/job/92069568?type=standard&ref=search-standalone&origin=cardTitle#sol=0152ff1a90cfaa774b540faaba0ac13c1706be26,Rp 4.000.000 – Rp 5.000.000 per month,4000000.0,5000000.0,4500000.0,3.0,4 sampai < 6 juta,1,0,1,0,1,3.0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,administration,jabodetabek
53,fresh graduate s1,2026-05-25 13:52:49,Production Staff,Pengiklan Anonim,Purwakarta,https://id.jobstreet.com/id/job/91889650?type=standard&ref=search-standalone&origin=cardTitle#sol=64d2b433a6a379a94159a9f610d93fb862ae6809,,,,,,unknown,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,other,lainnya
54,fresh graduate s1,2026-05-25 13:52:53,ADMIN LAPANGAN,Jaya Mandiri Plastik,Bandung,https://id.jobstreet.com/id/job/91958538?type=standard&ref=search-standalone&origin=cardTitle#sol=f4ea1b1039bde30e8dd80f897801a42dd73ad0dd,,,,,,unknown,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,administration,jawa barat
55,fresh graduate s1,2026-05-25 13:52:57,Staff Administratif,STAR CHICKEN,Tenggilis Mejoyo,https://id.jobstreet.com/id/job/92071014?type=standard&ref=search-standalone&origin=cardTitle#sol=e6aaffe2e8357c5d8825649a098e61dfa54098cc,Rp 3.000.000 – Rp 4.500.000 per month,3000000.0,4500000.0,3750000.0,2.0,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,finance,lainnya
56,fresh graduate s1,2026-05-25 13:53:01,Mega CXperience Program (Area Jawa Barat),"PT. Bank Mega, Tbk",Jawa Barat,https://id.jobstreet.com/id/job/91936580?type=standard&ref=search-standalone&origin=cardTitle#sol=18fe2a77949e2bb5e9b1753b91b9b74ff0855006,,,,,,unknown,0,1,1,0,1,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,administration,lainnya
57,fresh graduate s1,2026-05-25 13:53:05,Purchasing Staff,PT Duniatex Group,Jawa Tengah,https://id.jobstreet.com/id/job/92138318?type=standard&ref=search-standalone&origin=cardTitle#sol=c49ab8392552ba8fc3cf4a46127fb8a25f7591f3,,,,,,unknown,0,0,1,0,1,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,engineering,lainnya
58,fresh graduate s1,2026-05-25 13:53:10,Marketing Staff FMCG,Orang Tua Group,Jakarta Barat,https://id.jobstreet.com/id/job/91817995?type=standard&ref=search-standalone&origin=cardTitle#sol=dce07c035d83e0775fdeae997f174319983eb793,,,,,,unknown,0,0,1,0,1,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,business,jabodetabek
59,fresh graduate s1,2026-05-25 13:53:15,"Young Financial Academy (Banjarmasin, Balikpapan, Samarinda & Pontianak)","PT. Bank Mega, Tbk",Banjarmasin,https://id.jobstreet.com/id/job/92289868?type=standard&ref=search-standalone&origin=cardTitle#sol=056090fd3c0d6509873781e6505e7add5aec688f,,,,,,unknown,0,0,1,0,1,2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,business,lainnya
60,fresh graduate s1,2026-05-25 13:53:19,Customer Solution,PT Asuransi Takaful Umum,Jakarta Selatan,https://id.jobstreet.com/id/job/91934994?type=standard&ref=search-standalone&origin=cardTitle#sol=5061e9f833ac74ce40d0daf6bc1279d44ce7a2a4,,,,,,unknown,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,other,jabodetabek
